filepath,label
..\data\binario\Apto\Atento_03014.jpg,Apto
..\data\binario\Apto\Atento_04335.jpg,Apto
..\data\binario\Apto\Atento_01666.jpg,Apto
..\data\binario\NoApto\Bostezo_01416.jpg,NoApto
..\data\binario\Apto\Atento_02988.jpg,Apto
..\data\binario\NoApto\Bostezo_01578.jpg,NoApto
..\data\binario\Apto\Atento_02257.jpg,Apto
..\data\binario\Apto\Atento_04919.jpg,Apto
..\data\binario\Apto\Atento_04739.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00433.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00358.jpg,NoApto
..\data\binario\Apto\Atento_04406.jpg,Apto
..\data\binario\NoApto\Bostezo_02993.jpg,NoApto
..\data\binario\Apto\Atento_02413.jpg,Apto
..\data\binario\Apto\Atento_02659.jpg,Apto
..\data\binario\NoApto\Bostezo_00612.jpg,NoApto
..\data\binario\NoApto\Bostezo_02832.jpg,NoApto
..\data\binario\Apto\Atento_00833.jpg,Apto
..\data\binario\Apto\Atento_00656.jpg,Apto
..\data\binario\Apto\Atento_01406.jpg,Apto
..\data\binario\NoApto\Bostezo_00369.jpg,NoApto
..\data\binario\Apto\Atento_00845.jpg,Apto
..\data\binario\NoApto\Bostezo_01123.jpg,NoApto
..\data\binario\Apto\Atento_03478.jpg,Apto
..\data\binario\Apto\Atento_04105.jpg,Apto
..\data\binario\NoApto\Bostezo_01195.jpg,NoApto
..\data\binario\Apto\Atento_01804.jpg,Apto
..\data\binario\Apto\Atento_00216.jpg,Apto
..\data\binario\Apto\Atento_00585.jpg,Apto
..\data\binario\Apto\Atento_04048.jpg,Apto
..\data\binario\NoApto\Bostezo_01107.jpg,NoApto
..\data\binario\Apto\Atento_04792.jpg,Apto
..\data\binario\Apto\Atento_02910.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00720.jpg,NoApto
..\data\binario\NoApto\Bostezo_00281.jpg,NoApto
..\data\binario\NoApto\Bostezo_02460.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00710.jpg,NoApto
..\data\binario\NoApto\Bostezo_02582.jpg,NoApto
..\data\binario\Apto\Atento_02905.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00949.jpg,NoApto
..\data\binario\NoApto\Bostezo_03104.jpg,NoApto
..\data\binario\NoApto\Bostezo_02683.jpg,NoApto
..\data\binario\NoApto\Bostezo_01461.jpg,NoApto
..\data\binario\Apto\Atento_02531.jpg,Apto
..\data\binario\Apto\Atento_04109.jpg,Apto
..\data\binario\Apto\Atento_01765.jpg,Apto
..\data\binario\NoApto\Bostezo_02396.jpg,NoApto
..\data\binario\NoApto\Bostezo_01672.jpg,NoApto
..\data\binario\Apto\Atento_02510.jpg,Apto
..\data\binario\NoApto\Bostezo_01570.jpg,NoApto
..\data\binario\NoApto\Bostezo_02375.jpg,NoApto
..\data\binario\NoApto\Bostezo_02162.jpg,NoApto
..\data\binario\Apto\Atento_04293.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00607.jpg,NoApto
..\data\binario\Apto\Atento_02946.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00883.jpg,NoApto
..\data\binario\Apto\Atento_00176.jpg,Apto
..\data\binario\NoApto\Bostezo_01846.jpg,NoApto
..\data\binario\NoApto\Bostezo_02336.jpg,NoApto
..\data\binario\NoApto\Bostezo_00246.jpg,NoApto
..\data\binario\Apto\Atento_02835.jpg,Apto
..\data\binario\NoApto\Bostezo_00456.jpg,NoApto
..\data\binario\NoApto\Bostezo_02479.jpg,NoApto
..\data\binario\Apto\Atento_04649.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00174.jpg,NoApto
..\data\binario\Apto\Atento_00343.jpg,Apto
..\data\binario\NoApto\Bostezo_01934.jpg,NoApto
..\data\binario\Apto\Atento_04747.jpg,Apto
..\data\binario\Apto\Atento_02417.jpg,Apto
..\data\binario\NoApto\Bostezo_00769.jpg,NoApto
..\data\binario\Apto\Atento_02970.jpg,Apto
..\data\binario\Apto\Atento_02863.jpg,Apto
..\data\binario\Apto\Atento_02768.jpg,Apto
..\data\binario\NoApto\Bostezo_03378.jpg,NoApto
..\data\binario\Apto\Atento_00925.jpg,Apto
..\data\binario\NoApto\Bostezo_02506.jpg,NoApto
..\data\binario\Apto\Atento_04698.jpg,Apto
..\data\binario\Apto\Atento_01730.jpg,Apto
..\data\binario\Apto\Atento_01784.jpg,Apto
..\data\binario\Apto\Atento_01946.jpg,Apto
..\data\binario\NoApto\Bostezo_00759.jpg,NoApto
..\data\binario\NoApto\Bostezo_00874.jpg,NoApto
..\data\binario\NoApto\Bostezo_00845.jpg,NoApto
..\data\binario\NoApto\Bostezo_02273.jpg,NoApto
..\data\binario\NoApto\Bostezo_00408.jpg,NoApto
..\data\binario\NoApto\Bostezo_00401.jpg,NoApto
..\data\binario\NoApto\Bostezo_00047.jpg,NoApto
..\data\binario\Apto\Atento_01577.jpg,Apto
..\data\binario\Apto\Atento_01410.jpg,Apto
..\data\binario\NoApto\Bostezo_03111.jpg,NoApto
..\data\binario\Apto\Atento_03774.jpg,Apto
..\data\binario\NoApto\Bostezo_00017.jpg,NoApto
..\data\binario\NoApto\Bostezo_03067.jpg,NoApto
..\data\binario\NoApto\Bostezo_01511.jpg,NoApto
..\data\binario\NoApto\Bostezo_02352.jpg,NoApto
..\data\binario\Apto\Atento_04331.jpg,Apto
..\data\binario\Apto\Atento_04856.jpg,Apto
..\data\binario\Apto\Atento_02883.jpg,Apto
..\data\binario\NoApto\Bostezo_02485.jpg,NoApto
..\data\binario\Apto\Atento_02284.jpg,Apto
..\data\binario\NoApto\Bostezo_00976.jpg,NoApto
..\data\binario\NoApto\Bostezo_02404.jpg,NoApto
..\data\binario\Apto\Atento_03404.jpg,Apto
..\data\binario\Apto\Atento_04604.jpg,Apto
..\data\binario\Apto\Atento_03320.jpg,Apto
..\data\binario\Apto\Atento_04941.jpg,Apto
..\data\binario\NoApto\Bostezo_03407.jpg,NoApto
..\data\binario\Apto\Atento_03909.jpg,Apto
..\data\binario\Apto\Atento_04404.jpg,Apto
..\data\binario\Apto\Atento_01325.jpg,Apto
..\data\binario\NoApto\Bostezo_01242.jpg,NoApto
..\data\binario\Apto\Atento_01216.jpg,Apto
..\data\binario\Apto\Atento_03742.jpg,Apto
..\data\binario\Apto\Atento_02899.jpg,Apto
..\data\binario\NoApto\Bostezo_01333.jpg,NoApto
..\data\binario\Apto\Atento_03549.jpg,Apto
..\data\binario\Apto\Atento_04390.jpg,Apto
..\data\binario\NoApto\Bostezo_02716.jpg,NoApto
..\data\binario\NoApto\Bostezo_01002.jpg,NoApto
..\data\binario\Apto\Atento_01760.jpg,Apto
..\data\binario\Apto\Atento_01743.jpg,Apto
..\data\binario\Apto\Atento_01181.jpg,Apto
..\data\binario\Apto\Atento_02186.jpg,Apto
..\data\binario\Apto\Atento_03785.jpg,Apto
..\data\binario\Apto\Atento_00977.jpg,Apto
..\data\binario\Apto\Atento_00840.jpg,Apto
..\data\binario\Apto\Atento_01018.jpg,Apto
..\data\binario\NoApto\Bostezo_01359.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00690.jpg,NoApto
..\data\binario\Apto\Atento_00545.jpg,Apto
..\data\binario\NoApto\Bostezo_00195.jpg,NoApto
..\data\binario\NoApto\Bostezo_02318.jpg,NoApto
..\data\binario\NoApto\Bostezo_00428.jpg,NoApto
..\data\binario\Apto\Atento_01237.jpg,Apto
..\data\binario\NoApto\Bostezo_03099.jpg,NoApto
..\data\binario\Apto\Atento_01286.jpg,Apto
..\data\binario\NoApto\Bostezo_03430.jpg,NoApto
..\data\binario\Apto\Atento_01544.jpg,Apto
..\data\binario\Apto\Atento_02022.jpg,Apto
..\data\binario\Apto\Atento_02589.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_01363.jpg,NoApto
..\data\binario\NoApto\Bostezo_00906.jpg,NoApto
..\data\binario\NoApto\Bostezo_02221.jpg,NoApto
..\data\binario\NoApto\Bostezo_01947.jpg,NoApto
..\data\binario\Apto\Atento_04678.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00548.jpg,NoApto
..\data\binario\Apto\Atento_00685.jpg,Apto
..\data\binario\Apto\Atento_04931.jpg,Apto
..\data\binario\NoApto\Bostezo_03449.jpg,NoApto
..\data\binario\Apto\Atento_04670.jpg,Apto
..\data\binario\NoApto\Bostezo_03461.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00821.jpg,NoApto
..\data\binario\Apto\Atento_00864.jpg,Apto
..\data\binario\NoApto\Bostezo_02248.jpg,NoApto
..\data\binario\Apto\Atento_04373.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00009.jpg,NoApto
..\data\binario\Apto\Atento_03553.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_01216.jpg,NoApto
..\data\binario\Apto\Atento_04245.jpg,Apto
..\data\binario\Apto\Atento_01947.jpg,Apto
..\data\binario\Apto\Atento_00727.jpg,Apto
..\data\binario\Apto\Atento_04150.jpg,Apto
..\data\binario\Apto\Atento_00170.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00239.jpg,NoApto
..\data\binario\NoApto\Bostezo_02734.jpg,NoApto
..\data\binario\NoApto\Bostezo_02087.jpg,NoApto
..\data\binario\Apto\Atento_00506.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_01199.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00545.jpg,NoApto
..\data\binario\Apto\Atento_04923.jpg,Apto
..\data\binario\NoApto\Bostezo_01347.jpg,NoApto
..\data\binario\NoApto\Bostezo_00086.jpg,NoApto
..\data\binario\Apto\Atento_00291.jpg,Apto
..\data\binario\Apto\Atento_04026.jpg,Apto
..\data\binario\Apto\Atento_01128.jpg,Apto
..\data\binario\Apto\Atento_04840.jpg,Apto
..\data\binario\NoApto\Bostezo_01903.jpg,NoApto
..\data\binario\Apto\Atento_01341.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_01026.jpg,NoApto
..\data\binario\NoApto\Bostezo_03293.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00725.jpg,NoApto
..\data\binario\Apto\Atento_00101.jpg,Apto
..\data\binario\Apto\Atento_02978.jpg,Apto
..\data\binario\Apto\Atento_04291.jpg,Apto
..\data\binario\Apto\Atento_03589.jpg,Apto
..\data\binario\Apto\Atento_00779.jpg,Apto
..\data\binario\Apto\Atento_03012.jpg,Apto
..\data\binario\Apto\Atento_00243.jpg,Apto
..\data\binario\Apto\Atento_02267.jpg,Apto
..\data\binario\Apto\Atento_02153.jpg,Apto
..\data\binario\NoApto\Bostezo_00828.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00768.jpg,NoApto
..\data\binario\Apto\Atento_00031.jpg,Apto
..\data\binario\Apto\Atento_04976.jpg,Apto
..\data\binario\Apto\Atento_03372.jpg,Apto
..\data\binario\Apto\Atento_00931.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00409.jpg,NoApto
..\data\binario\Apto\Atento_04023.jpg,Apto
..\data\binario\Apto\Atento_04039.jpg,Apto
..\data\binario\NoApto\Bostezo_03186.jpg,NoApto
..\data\binario\Apto\Atento_02692.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_01051.jpg,NoApto
..\data\binario\NoApto\Bostezo_02210.jpg,NoApto
..\data\binario\Apto\Atento_03132.jpg,Apto
..\data\binario\Apto\Atento_00812.jpg,Apto
..\data\binario\NoApto\Bostezo_02119.jpg,NoApto
..\data\binario\Apto\Atento_03203.jpg,Apto
..\data\binario\Apto\Atento_02624.jpg,Apto
..\data\binario\Apto\Atento_02657.jpg,Apto
..\data\binario\Apto\Atento_02123.jpg,Apto
..\data\binario\NoApto\Bostezo_02916.jpg,NoApto
..\data\binario\Apto\Atento_00134.jpg,Apto
..\data\binario\NoApto\Bostezo_01624.jpg,NoApto
..\data\binario\Apto\Atento_04644.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_01076.jpg,NoApto
..\data\binario\NoApto\Bostezo_01963.jpg,NoApto
..\data\binario\Apto\Atento_00622.jpg,Apto
..\data\binario\Apto\Atento_03665.jpg,Apto
..\data\binario\Apto\Atento_02034.jpg,Apto
..\data\binario\NoApto\Bostezo_00271.jpg,NoApto
..\data\binario\Apto\Atento_03760.jpg,Apto
..\data\binario\Apto\Atento_03467.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_01293.jpg,NoApto
..\data\binario\Apto\Atento_00044.jpg,Apto
..\data\binario\Apto\Atento_00591.jpg,Apto
..\data\binario\NoApto\Bostezo_01721.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00813.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_01098.jpg,NoApto
..\data\binario\NoApto\Bostezo_01355.jpg,NoApto
..\data\binario\NoApto\Bostezo_00482.jpg,NoApto
..\data\binario\Apto\Atento_04080.jpg,Apto
..\data\binario\Apto\Atento_03761.jpg,Apto
..\data\binario\Apto\Atento_01355.jpg,Apto
..\data\binario\Apto\Atento_03946.jpg,Apto
..\data\binario\Apto\Atento_01379.jpg,Apto
..\data\binario\Apto\Atento_03889.jpg,Apto
..\data\binario\NoApto\Bostezo_00547.jpg,NoApto
..\data\binario\Apto\Atento_02856.jpg,Apto
..\data\binario\NoApto\Bostezo_01414.jpg,NoApto
..\data\binario\Apto\Atento_01797.jpg,Apto
..\data\binario\NoApto\Bostezo_02100.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00935.jpg,NoApto
..\data\binario\Apto\Atento_00915.jpg,Apto
..\data\binario\NoApto\Bostezo_00633.jpg,NoApto
..\data\binario\NoApto\Bostezo_00866.jpg,NoApto
..\data\binario\Apto\Atento_00788.jpg,Apto
..\data\binario\NoApto\Bostezo_02285.jpg,NoApto
..\data\binario\Apto\Atento_03622.jpg,Apto
..\data\binario\Apto\Atento_02890.jpg,Apto
..\data\binario\NoApto\Bostezo_01838.jpg,NoApto
..\data\binario\NoApto\Bostezo_00637.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00035.jpg,NoApto
..\data\binario\Apto\Atento_02939.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00979.jpg,NoApto
..\data\binario\NoApto\Bostezo_00646.jpg,NoApto
..\data\binario\NoApto\Bostezo_00393.jpg,NoApto
..\data\binario\Apto\Atento_02490.jpg,Apto
..\data\binario\Apto\Atento_01362.jpg,Apto
..\data\binario\NoApto\Bostezo_00064.jpg,NoApto
..\data\binario\NoApto\Bostezo_01594.jpg,NoApto
..\data\binario\Apto\Atento_04054.jpg,Apto
..\data\binario\Apto\Atento_04480.jpg,Apto
..\data\binario\NoApto\Bostezo_02474.jpg,NoApto
..\data\binario\Apto\Atento_01770.jpg,Apto
..\data\binario\Apto\Atento_03911.jpg,Apto
..\data\binario\Apto\Atento_03047.jpg,Apto
..\data\binario\Apto\Atento_01321.jpg,Apto
..\data\binario\Apto\Atento_02014.jpg,Apto
..\data\binario\Apto\Atento_04908.jpg,Apto
..\data\binario\NoApto\Bostezo_00459.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00747.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00116.jpg,NoApto
..\data\binario\Apto\Atento_01064.jpg,Apto
..\data\binario\Apto\Atento_02167.jpg,Apto
..\data\binario\NoApto\Bostezo_01388.jpg,NoApto
..\data\binario\Apto\Atento_01747.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00792.jpg,NoApto
..\data\binario\Apto\Atento_02727.jpg,Apto
..\data\binario\NoApto\Bostezo_01296.jpg,NoApto
..\data\binario\Apto\Atento_03528.jpg,Apto
..\data\binario\Apto\Atento_04361.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00304.jpg,NoApto
..\data\binario\Apto\Atento_01292.jpg,Apto
..\data\binario\NoApto\Bostezo_00185.jpg,NoApto
..\data\binario\NoApto\Bostezo_00957.jpg,NoApto
..\data\binario\Apto\Atento_02679.jpg,Apto
..\data\binario\Apto\Atento_04388.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_01302.jpg,NoApto
..\data\binario\Apto\Atento_01803.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_01059.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_01112.jpg,NoApto
..\data\binario\Apto\Atento_04616.jpg,Apto
..\data\binario\Apto\Atento_02013.jpg,Apto
..\data\binario\Apto\Atento_00498.jpg,Apto
..\data\binario\NoApto\Bostezo_02970.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_01130.jpg,NoApto
..\data\binario\Apto\Atento_02419.jpg,Apto
..\data\binario\NoApto\Bostezo_02133.jpg,NoApto
..\data\binario\NoApto\Bostezo_03420.jpg,NoApto
..\data\binario\NoApto\Bostezo_01020.jpg,NoApto
..\data\binario\Apto\Atento_01339.jpg,Apto
..\data\binario\NoApto\Bostezo_02072.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_01083.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00940.jpg,NoApto
..\data\binario\NoApto\Bostezo_00042.jpg,NoApto
..\data\binario\NoApto\Bostezo_02761.jpg,NoApto
..\data\binario\Apto\Atento_00482.jpg,Apto
..\data\binario\Apto\Atento_03898.jpg,Apto
..\data\binario\Apto\Atento_03441.jpg,Apto
..\data\binario\NoApto\Bostezo_01643.jpg,NoApto
..\data\binario\NoApto\Bostezo_03462.jpg,NoApto
..\data\binario\NoApto\Bostezo_00706.jpg,NoApto
..\data\binario\Apto\Atento_03918.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00106.jpg,NoApto
..\data\binario\Apto\Atento_01431.jpg,Apto
..\data\binario\Apto\Atento_02148.jpg,Apto
..\data\binario\Apto\Atento_00718.jpg,Apto
..\data\binario\Apto\Atento_00839.jpg,Apto
..\data\binario\NoApto\Bostezo_01147.jpg,NoApto
..\data\binario\Apto\Atento_03830.jpg,Apto
..\data\binario\Apto\Atento_00947.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00867.jpg,NoApto
..\data\binario\NoApto\Bostezo_00495.jpg,NoApto
..\data\binario\Apto\Atento_02575.jpg,Apto
..\data\binario\NoApto\Bostezo_01710.jpg,NoApto
..\data\binario\Apto\Atento_03180.jpg,Apto
..\data\binario\NoApto\Bostezo_00187.jpg,NoApto
..\data\binario\Apto\Atento_03539.jpg,Apto
..\data\binario\Apto\Atento_03950.jpg,Apto
..\data\binario\Apto\Atento_02602.jpg,Apto
..\data\binario\Apto\Atento_01756.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00067.jpg,NoApto
..\data\binario\Apto\Atento_00763.jpg,Apto
..\data\binario\Apto\Atento_01549.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_01011.jpg,NoApto
..\data\binario\Apto\Atento_01280.jpg,Apto
..\data\binario\Apto\Atento_01412.jpg,Apto
..\data\binario\Apto\Atento_01308.jpg,Apto
..\data\binario\Apto\Atento_04094.jpg,Apto
..\data\binario\Apto\Atento_01814.jpg,Apto
..\data\binario\Apto\Atento_00096.jpg,Apto
..\data\binario\Apto\Atento_04308.jpg,Apto
..\data\binario\Apto\Atento_01315.jpg,Apto
..\data\binario\Apto\Atento_00976.jpg,Apto
..\data\binario\NoApto\Bostezo_02438.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00642.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_01319.jpg,NoApto
..\data\binario\NoApto\Bostezo_02877.jpg,NoApto
..\data\binario\NoApto\Bostezo_03143.jpg,NoApto
..\data\binario\NoApto\Bostezo_00032.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00885.jpg,NoApto
..\data\binario\NoApto\Bostezo_02549.jpg,NoApto
..\data\binario\Apto\Atento_02401.jpg,Apto
..\data\binario\Apto\Atento_04862.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00577.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00134.jpg,NoApto
..\data\binario\NoApto\Bostezo_01857.jpg,NoApto
..\data\binario\Apto\Atento_02996.jpg,Apto
..\data\binario\Apto\Atento_01029.jpg,Apto
..\data\binario\Apto\Atento_01596.jpg,Apto
..\data\binario\NoApto\Bostezo_01713.jpg,NoApto
..\data\binario\NoApto\Bostezo_01390.jpg,NoApto
..\data\binario\NoApto\Bostezo_01722.jpg,NoApto
..\data\binario\Apto\Atento_00547.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00015.jpg,NoApto
..\data\binario\Apto\Atento_00526.jpg,Apto
..\data\binario\Apto\Atento_00509.jpg,Apto
..\data\binario\NoApto\Bostezo_01090.jpg,NoApto
..\data\binario\NoApto\Bostezo_00153.jpg,NoApto
..\data\binario\Apto\Atento_02670.jpg,Apto
..\data\binario\Apto\Atento_02874.jpg,Apto
..\data\binario\NoApto\Bostezo_03413.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00969.jpg,NoApto
..\data\binario\NoApto\Bostezo_02281.jpg,NoApto
..\data\binario\NoApto\Bostezo_01831.jpg,NoApto
..\data\binario\Apto\Atento_03331.jpg,Apto
..\data\binario\Apto\Atento_01462.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00383.jpg,NoApto
..\data\binario\Apto\Atento_03765.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00905.jpg,NoApto
..\data\binario\NoApto\Bostezo_01472.jpg,NoApto
..\data\binario\NoApto\Bostezo_02673.jpg,NoApto
..\data\binario\Apto\Atento_00501.jpg,Apto
..\data\binario\NoApto\Bostezo_00517.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00549.jpg,NoApto
..\data\binario\Apto\Atento_02115.jpg,Apto
..\data\binario\Apto\Atento_03220.jpg,Apto
..\data\binario\Apto\Atento_01532.jpg,Apto
..\data\binario\NoApto\Bostezo_01173.jpg,NoApto
..\data\binario\Apto\Atento_03525.jpg,Apto
..\data\binario\Apto\Atento_01337.jpg,Apto
..\data\binario\Apto\Atento_01040.jpg,Apto
..\data\binario\Apto\Atento_00438.jpg,Apto
..\data\binario\Apto\Atento_00041.jpg,Apto
..\data\binario\Apto\Atento_03313.jpg,Apto
..\data\binario\NoApto\Bostezo_01998.jpg,NoApto
..\data\binario\Apto\Atento_01458.jpg,Apto
..\data\binario\Apto\Atento_02864.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00815.jpg,NoApto
..\data\binario\NoApto\Bostezo_00576.jpg,NoApto
..\data\binario\Apto\Atento_00371.jpg,Apto
..\data\binario\NoApto\Bostezo_02607.jpg,NoApto
..\data\binario\Apto\Atento_00065.jpg,Apto
..\data\binario\Apto\Atento_04502.jpg,Apto
..\data\binario\Apto\Atento_04154.jpg,Apto
..\data\binario\Apto\Atento_02501.jpg,Apto
..\data\binario\Apto\Atento_01019.jpg,Apto
..\data\binario\Apto\Atento_03711.jpg,Apto
..\data\binario\Apto\Atento_01008.jpg,Apto
..\data\binario\NoApto\Bostezo_02260.jpg,NoApto
..\data\binario\NoApto\Bostezo_02136.jpg,NoApto
..\data\binario\NoApto\Bostezo_00898.jpg,NoApto
..\data\binario\Apto\Atento_01599.jpg,Apto
..\data\binario\Apto\Atento_00737.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00001.jpg,NoApto
..\data\binario\NoApto\Bostezo_01246.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00842.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_01010.jpg,NoApto
..\data\binario\NoApto\Bostezo_01491.jpg,NoApto
..\data\binario\NoApto\Bostezo_02268.jpg,NoApto
..\data\binario\NoApto\Bostezo_01571.jpg,NoApto
..\data\binario\NoApto\Bostezo_00673.jpg,NoApto
..\data\binario\NoApto\Bostezo_01109.jpg,NoApto
..\data\binario\Apto\Atento_00633.jpg,Apto
..\data\binario\NoApto\Bostezo_01777.jpg,NoApto
..\data\binario\NoApto\Bostezo_03287.jpg,NoApto
..\data\binario\NoApto\Bostezo_03048.jpg,NoApto
..\data\binario\Apto\Atento_02484.jpg,Apto
..\data\binario\Apto\Atento_04137.jpg,Apto
..\data\binario\Apto\Atento_01225.jpg,Apto
..\data\binario\Apto\Atento_02955.jpg,Apto
..\data\binario\NoApto\Bostezo_03394.jpg,NoApto
..\data\binario\Apto\Atento_03094.jpg,Apto
..\data\binario\NoApto\Bostezo_01556.jpg,NoApto
..\data\binario\NoApto\Bostezo_02707.jpg,NoApto
..\data\binario\Apto\Atento_04552.jpg,Apto
..\data\binario\Apto\Atento_01131.jpg,Apto
..\data\binario\Apto\Atento_02463.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00809.jpg,NoApto
..\data\binario\Apto\Atento_00314.jpg,Apto
..\data\binario\Apto\Atento_02113.jpg,Apto
..\data\binario\NoApto\Bostezo_00104.jpg,NoApto
..\data\binario\Apto\Atento_03555.jpg,Apto
..\data\binario\Apto\Atento_03435.jpg,Apto
..\data\binario\NoApto\Bostezo_01238.jpg,NoApto
..\data\binario\Apto\Atento_03724.jpg,Apto
..\data\binario\Apto\Atento_00156.jpg,Apto
..\data\binario\Apto\Atento_04515.jpg,Apto
..\data\binario\Apto\Atento_01330.jpg,Apto
..\data\binario\Apto\Atento_02307.jpg,Apto
..\data\binario\Apto\Atento_00247.jpg,Apto
..\data\binario\NoApto\Bostezo_02579.jpg,NoApto
..\data\binario\NoApto\Bostezo_02187.jpg,NoApto
..\data\binario\Apto\Atento_03616.jpg,Apto
..\data\binario\Apto\Atento_02505.jpg,Apto
..\data\binario\Apto\Atento_03754.jpg,Apto
..\data\binario\Apto\Atento_04219.jpg,Apto
..\data\binario\NoApto\Bostezo_03251.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00701.jpg,NoApto
..\data\binario\Apto\Atento_03520.jpg,Apto
..\data\binario\Apto\Atento_02827.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_01004.jpg,NoApto
..\data\binario\Apto\Atento_03692.jpg,Apto
..\data\binario\Apto\Atento_01665.jpg,Apto
..\data\binario\NoApto\Bostezo_03247.jpg,NoApto
..\data\binario\Apto\Atento_04707.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00540.jpg,NoApto
..\data\binario\Apto\Atento_00643.jpg,Apto
..\data\binario\NoApto\Bostezo_02150.jpg,NoApto
..\data\binario\Apto\Atento_00283.jpg,Apto
..\data\binario\Apto\Atento_04342.jpg,Apto
..\data\binario\NoApto\Bostezo_00847.jpg,NoApto
..\data\binario\Apto\Atento_00799.jpg,Apto
..\data\binario\Apto\Atento_04140.jpg,Apto
..\data\binario\Apto\Atento_00076.jpg,Apto
..\data\binario\Apto\Atento_04593.jpg,Apto
..\data\binario\Apto\Atento_04184.jpg,Apto
..\data\binario\Apto\Atento_00877.jpg,Apto
..\data\binario\NoApto\Bostezo_02880.jpg,NoApto
..\data\binario\Apto\Atento_03621.jpg,Apto
..\data\binario\Apto\Atento_01440.jpg,Apto
..\data\binario\NoApto\Bostezo_01911.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00429.jpg,NoApto
..\data\binario\Apto\Atento_01305.jpg,Apto
..\data\binario\Apto\Atento_03750.jpg,Apto
..\data\binario\Apto\Atento_02416.jpg,Apto
..\data\binario\NoApto\Bostezo_02369.jpg,NoApto
..\data\binario\Apto\Atento_04303.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00241.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00462.jpg,NoApto
..\data\binario\Apto\Atento_03707.jpg,Apto
..\data\binario\Apto\Atento_00791.jpg,Apto
..\data\binario\NoApto\Bostezo_01818.jpg,NoApto
..\data\binario\Apto\Atento_01699.jpg,Apto
..\data\binario\NoApto\Bostezo_01639.jpg,NoApto
..\data\binario\NoApto\Bostezo_01586.jpg,NoApto
